periodo,turma_id,cod_disciplina,turma,disciplina_abrev,dia_semana,hora_inicio,hora_fim,sala_id,vagas,creditos,professor_id,cod_departamento
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,,10,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Terca,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,,10,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,,9,4,PROF_388602e7c3,LET
20252,ACN1005-1DA,ACN1005,1DA,Projeto Final,Quinta,13:00,15:00,SALA_59574c7dbb,9,4,PROF_388602e7c3,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,10,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,6,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Segunda,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,10,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,6,1,PROF_23d2eac65d,LET
20252,ACN1006-1DA,ACN1006,1DA,Estagio Supervisionado,Quarta,15:00,17:00,SALA_e3f25ad93c,5,1,PROF_23d2eac65d,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,5,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,5,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,3,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Terca,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,5,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,5,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,3,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1022-1DA,ACN1022,1DA,Teatro/Musica Cult Brasileira,Quinta,13:00,15:00,SALA_60e2995a81,0,4,PROF_4b52c38d95,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,10,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,10,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,7,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,7,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Segunda,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,10,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,10,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,7,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,7,4,PROF_229476a7f0,LET
20252,ACN1027-1DA,ACN1027,1DA,Top Esp Em Artes Cenicas,Quarta,15:00,17:00,SALA_60e2995a81,15,4,PROF_229476a7f0,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,5,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,5,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,0,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,0,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Quarta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,5,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,5,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,0,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,0,4,PROF_23d2eac65d,LET
20252,ACN1028-1DA,ACN1028,1DA,Top Esp Em Artes Cenicas,Sexta,13:00,15:00,SALA_60e2995a81,1,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,12,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,12,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,12,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,12,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,10,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,10,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,5,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,8,4,PROF_23d2eac65d,LET
20252,ACN1030-1DA,ACN1030,1DA,Top Esp Em Artes Cenicas,Segunda,09:00,13:00,SALA_60e2995a81,12,4,PROF_23d2eac65d,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,10,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,10,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,9,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,4,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Terca,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,10,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,10,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,9,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,4,4,PROF_388602e7c3,LET
20252,ACN1032-1DA,ACN1032,1DA,Top Esp Em Artes Cenicas,Quinta,15:00,17:00,SALA_60e2995a81,15,4,PROF_388602e7c3,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,5,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,5,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,4,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,1,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Quarta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,5,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,5,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,4,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,1,8,PROF_4576a2d658,LET
20252,ACN1101-1DA,ACN1101,1DA,Projeto - Corpo,Sexta,09:00,13:00,SALA_60e2995a81,6,8,PROF_4576a2d658,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,10,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,10,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,4,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,9,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Terca,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,10,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,10,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,4,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,9,8,PROF_fa9df67407,LET
20252,ACN1103-1DA,ACN1103,1DA,Projeto - Interpretação,Quinta,09:00,13:00,SALA_60e2995a81,11,8,PROF_fa9df67407,LET
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,15,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,0,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Terca,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,15,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,0,4,PROF_ab667e1656,ADM
20252,ADM1000-2GA,ADM1000,2GA,Como Funciona Um Negocio,Quinta,11:00,13:00,SALA_22e102f1d7,2,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,4,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,15,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,0,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Terca,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,4,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,15,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,0,4,PROF_ab667e1656,ADM
20252,ADM1000-2GB,ADM1000,2GB,Como Funciona Um Negocio,Quinta,09:00,11:00,SALA_22e102f1d7,3,4,PROF_ab667e1656,ADM
20252,ADM1000-2GC,ADM1000,2GC,Como Funciona Um Negocio,Segunda,17:00,19:00,SALA_bde57e7870,11,4,PROF_62da59125d,ADM
20252,ADM1000-2GC,ADM1000,2GC,Como Funciona Um Negocio,Segunda,17:00,19:00,SALA_bde57e7870,11,4,PROF_62da59125d,ADM
20252,ADM1000-2GC,ADM1000,2GC,Como Funciona Um Negocio,Segunda,17:00,19:00,SALA_bde57e7870,11,4,PROF_62da59125d,ADM
