aluno_id,area_interesse
ALU_aad48b39c4,Busco Vaga De Estágio Na Área De Comunicação.
ALU_523e339e2a,Financeiro
ALU_523e339e2a,Administração
ALU_523e339e2a,Suporte
ALU_52c77af41d,Geógrafa
ALU_52c77af41d,Analista Ambiental
ALU_c9e63efe0e,Desenvolvedor De Software
ALU_c9e63efe0e,Análise De Dados
ALU_8617938d2e,Estatística
ALU_8617938d2e,Análise De Dados
ALU_8617938d2e,Ciência De Dados
ALU_7b663e33db,Consultoria; Comércio Exterior
ALU_846ba1536d,"Algumas São : Financeira, Com Pessoas, Mercado Financeiro, Marketing"
ALU_80c8fd69bd,Tecnologia Da Informação
ALU_80c8fd69bd,Máquinas
ALU_80c8fd69bd,Produção
ALU_57818f621f,Programação Full-Stack
ALU_57818f621f,Ciência De Dados
ALU_57818f621f,Segurança Cibernética
ALU_45a96bd960,Direito
ALU_45a96bd960,Jurídico
ALU_e466a3fc1c,Estágio Em Relações Internacionais
ALU_1e37d5d22f,Direito Penal
ALU_b58c0d64a6,"Geotecnologias, Geoprocessamento, Meio Ambiente, Sensoriamento Remoto"
ALU_5184df800d,Marketing
ALU_5184df800d,Design
ALU_ddd81bc750,Comunicação.
ALU_3b28bded65,Jornalismo Impresso; Jornalismo Digital; Jornalismo De Tv E Rádio; Assessoria De Imprensa; Produção Para Mídias Sociais.
ALU_e223e538d0,Jornalismo E Jornalismo Esportivo
ALU_d46ffa7b1d,Marketing
ALU_d46ffa7b1d,Financeiro
ALU_33e6955d54,Políticas Monetárias
ALU_33e6955d54,Análise Macroeconômica
ALU_33e6955d54,Mercado Financeiro
ALU_80aebc6dc8,Psicologia Infantil
ALU_80aebc6dc8,Recursos Humanos
ALU_80aebc6dc8,Psicologia
ALU_23d73b0736,Mercado Financeiro
ALU_7e59df7179,Comunicação
ALU_7e59df7179,Audiovisual
ALU_7e59df7179,Design Gráfico
ALU_7e59df7179,Social Media
ALU_7e59df7179,Produção Audiovisual
ALU_7e59df7179,Publicidade
ALU_e4787a9e49,Psicologia Forense
ALU_d8b17d1a27,Contencioso Cível
ALU_8dc8ce59e7,Financeira
ALU_66cb25315c,"Investimentos, Contabilidade, Financeiro"
ALU_9f8bdc107e,Turismo
ALU_9f8bdc107e,"Conversa, Sociabilizaçao"
ALU_9f8bdc107e,Politica
ALU_ceb83646dc,Moda
ALU_ceb83646dc,Design
ALU_6cdfe57cd0,Recursos Humanos Ou Marketing
ALU_b1bfd1ae47,"Finanças, Estratégia, Marketing"
ALU_e6b96111bc,Gestão De Mídias Sociais
ALU_e6b96111bc,Marketing
ALU_726530214a,Desenvolvimento Web
ALU_2185d38ea6,Jornalismo / Publicidade / Marketing / Comunicação Em Geral
ALU_c81ee45e00,Tradução
ALU_e1e3bfde31,Professor
ALU_ac48e07d98,"Direito Internacional, Direito Desportivo, Direitos Humanos, Direito Migratório E Direito Ambiental.."
ALU_d94a519fdb,Direito
ALU_7b9a90eeb9,Mercado Financeiro
ALU_7b9a90eeb9,Economia
ALU_989dedb300,Psicologia Clínica E Hospitalar
ALU_b666334662,Jornalismo
ALU_fd0bd2c02b,Recursos Humanos (Rh)
ALU_ecb21224bd,"Ciência De Dados, Finanças"
ALU_90ef4055ac,Jurídica
ALU_d62df0299f,Jurídico
ALU_61d3598821,Publicidade E Propaganda
ALU_61d3598821,Design
ALU_9491135207,Audiovisual
ALU_9491135207,Comunicação
ALU_f401e3a7f9,Ciência De Dados
ALU_f401e3a7f9,Publicidade
ALU_f401e3a7f9,Mercado Editorial
ALU_6da3ebc3ce,Design
ALU_42d804536a,"Audiovisual, Mídias, Fotografia, Filmagem, Edição E Montagem."
ALU_6e35923a99,Design Gráfico
ALU_6e35923a99,Moda
ALU_6e35923a99,Animação
ALU_a91dab3752,Produção Áudiovisual
ALU_a91dab3752,Produção Artística
ALU_a91dab3752,Produção De Eventos
ALU_a91dab3752,Marketing
ALU_3dd2a0dc3c,Design Gráfico
ALU_bf5bca87b0,Design Gráfico; Design Editorial; Audiovisual E Direção De Arte
ALU_e36b5452f2,Direito Do Entretenimento
ALU_e36b5452f2,Direito Criminal
ALU_e36b5452f2,Direito Empresarial
ALU_e83516fd1b,Direito Internacional
ALU_b5c3c44737,Relações Internacionais
ALU_2df98c35d0,Administração
ALU_7ed89bde86,Estágio De Direito
ALU_d18843a2b9,Agências De Comunicação
ALU_3649d175ba,Sustentabilidade
ALU_3649d175ba,Marketing Social
ALU_3649d175ba,Marketing Comercial
ALU_3649d175ba,Pesquisa De Mercado
ALU_3649d175ba,Análise De Dados
ALU_28aec81818,Machine Learing
ALU_28aec81818,Llm'S
ALU_79ee0b7be1,"Possuo Enorme Interesse Em Áreas Da Psicologia Do Esporte, Sendo Meu Foco De Especialização. Busco Adquirir Experiências Em Diversas Áreas Da Psicologia, Tais Como Psicologia Clínica, Hospitalar, Do Desenvolvimento E Gestão De Pessoas. Procuro Aprender A Acumular Experiências, Me Coloco Disposto E Dedicado A Desfrutar De Uma Possível Vaga."
ALU_753f7e1c1b,"Publicidade, Marketing, Social Media E Audiovisual"
ALU_cb99cf0d78,"Marketing, Estudos De Mídia, Cinema, Publicidade, Comunicação"
ALU_f9abc9b586,Nutrição
ALU_f9abc9b586,Alimentos
ALU_f9abc9b586,Saúde
ALU_c8fcfc3a26,"Atendimento Publicitário, Planejamento Estratégico, Marketing"
ALU_6f780e0461,Comércio Internacional
ALU_6f780e0461,Recursos Humanos
ALU_6f780e0461,Desembaraço Aduaneiro
ALU_d076bb25bc,Comercial
ALU_d076bb25bc,Gestão De Processos
ALU_d076bb25bc,Logística
ALU_d076bb25bc,Finanças
ALU_d076bb25bc,Informática
ALU_d076bb25bc,Adminstração
ALU_d076bb25bc,Gestão
ALU_d076bb25bc,Dados
ALU_4fafaf0d09,Dados
ALU_4fafaf0d09,Mercado Financeiro
ALU_4fafaf0d09,Ciência De Dados
ALU_b705d39aab,Setor Administrativo
ALU_b705d39aab,Marketing
ALU_9624d6ec28,Avaliação Neuropsicológica
ALU_9624d6ec28,Autismo
ALU_9624d6ec28,Terapia Cognitiva Comportamental Infanto-Juvenil
ALU_9624d6ec28,Terapia Cognitiva Comportamental
ALU_9624d6ec28,Terapia Cognitiva Comportamental Adulto
ALU_9624d6ec28,Recursos Humanos
ALU_30d47f0bf9,"Ciência De Dados, Inteligência Artificial, Desenvolvimento Front-End."
ALU_761f785def,Organização De Eventos
ALU_761f785def,Engenharia Da Computação
ALU_761f785def,Gestão De Projetos
ALU_761f785def,Marketing
ALU_9ea827d472,Mercado De Créditos De Carbono
ALU_9ea827d472,Economia Do Meio Ambiente
ALU_9ea827d472,Políticas Públicas
ALU_9ea827d472,Desenvolvimento Sustentável
ALU_9ea827d472,Desenvolvimento Econômico
ALU_9ea827d472,Análise De Dados
ALU_1cedcd5f74,Inteligência Artificial
ALU_1cedcd5f74,Software
ALU_1cedcd5f74,Dev
ALU_1cedcd5f74,T.I.
ALU_1cedcd5f74,Programação
ALU_1cedcd5f74,Python
ALU_3c52e51202,"Marketing, Planejamento, Comercial E E-Commerce"
ALU_4f7766e68b,Jovem Aprendiz
ALU_4f7766e68b,Estágio Em Psicologia
ALU_4f7766e68b,Psicologia
ALU_f4134e9bd9,Direito Civil Ou Direito Penal
ALU_164ba5290c,Direito
ALU_b185590a89,Neuropsicologia E Avaliação Psicológica
ALU_b185590a89,Recrutamento E Seleção - Rh
ALU_4b56d38ee2,Design E Marketing
ALU_ffe1acf0de,"Tenho Interesse Em Comunicação Visual E Criação De Narrativas Que Conectem Pessoas. Já Fiz Técnico Em Marketing, O Que Me Deu Uma Base Sólida Em Estratégia, Branding E Conteúdo. Com Isso, Aprendi A Pensar Não Só Na Estética Como Também No Propósito Por Trás De Cada Projeto, Seja Ele Visual, Escrito Ou Em Rede. Estou Sempre Disposta A Aprender E Aberta A Novas Experiências Que Expandam Meu Olhar E Minhas Habilidades."
ALU_9b5a1d4991,Design Gráfico  E Digital
ALU_f0ae24b5c7,"Arquitetura E Urbanismo, Construção Civil E Edificações"
ALU_9b782e2807,Estudos De Mídia
ALU_9b782e2807,Cinema E Audivisual
ALU_9b782e2807,Mídias Sociais
ALU_9b782e2807,Comunicação
ALU_9b782e2807,Publicidade
ALU_839015d62b,Design Gráfico E Mídias Digitais
ALU_37e8c3416a,"Infantil, Neuropsicologia, Psicologia Social, Rh"
ALU_be12eaab0c,Direito Tributário
ALU_be12eaab0c,Contencioso Civil E Tributário
ALU_9f8bac3fc1,Finanças
ALU_9f8bac3fc1,Administração
ALU_0eeb398208,Estagiária De Comunicação
ALU_0eeb398208,Estagiária De Marketing
ALU_0eeb398208,Estagiária De Publicidade
ALU_0eeb398208,Estagiária De Design
ALU_69e0be0a60,Psicologia Do Desenvolvimento De Adolescentes E Jovem Adultos
ALU_b8aadaa7b6,Biologia Molecular
ALU_b8aadaa7b6,Bioquímica
ALU_b8aadaa7b6,Biotecnologia
ALU_b8aadaa7b6,Trabalhos Envolvendo Divulagção Em Redes Sociais (Principalmente De Divulgação Científica)
ALU_b8aadaa7b6,Pedagogia
ALU_30a32af2b0,Financia
ALU_30a32af2b0,Marketing
ALU_aba7972ea6,"Análise De Sistemas, Dev, Ia."
ALU_eaf2400bad,Marketing
ALU_ac2804f18d,Marketing
ALU_ac2804f18d,Desenvolvimento Web
ALU_ac2804f18d,Programação
ALU_11c609c8c8,Publicidade
ALU_11c609c8c8,Jornalismo
ALU_11c609c8c8,Cinema
ALU_11c609c8c8,"Produção Interna, Produção Para Tv E Cinema, Comunicação E  Marketing"
ALU_156e7c0f15,Ciência De Dados
ALU_156e7c0f15,Desenvolvimento De Jogos
ALU_156e7c0f15,Desenvolvimento Web
ALU_aeddc53d61,Finanças
ALU_79a2cd4377,Estágio Na Área Da Educação Como Professora
ALU_79a2cd4377,Revisão De Textos
ALU_8f6a449f70,Social Media
ALU_8f6a449f70,Publicidade
ALU_8f6a449f70,Marketing
ALU_804309322f,Tenho Preferência Nas Áreas De Economia E Administração.
ALU_935f2655a3,Desenho Industrial
ALU_935f2655a3,Design Gráfico
ALU_935f2655a3,Design De Produto
ALU_893022cdfe,Marketing E Finanças
ALU_9d35d5047d,Arquitetura De Interiores
ALU_9d35d5047d,Criação De Projetos
ALU_d192dccb85,Energias Renováveis
ALU_1cf654fb9f,Edição E Montagem | Social Media
ALU_cc839a217b,Direito - Contencioso Cível
ALU_b7f315e980,Psicologia Hospitalar
ALU_a2f600e09c,Audiovisual Ou Gestão
ALU_ad60058373,Desenvolvimento De Jogos
ALU_8d616a7382,Mercado Financeiro
ALU_f2fc3c1e19,Áreas Ligadas À Publicidade; Criação E Análise De Dados.
ALU_670480009c,Desenvolvimento Ios
ALU_1a9ed56375,Marketing
ALU_caa058fa94,Direito Tributário
ALU_caa058fa94,Direito Empresarial
ALU_caa058fa94,Direito Financeiro
ALU_addf53eef0,Estágio Em Rh
ALU_addf53eef0,Administração
ALU_addf53eef0,Clinica
ALU_addf53eef0,Auxiliar De Turma
ALU_50a4260ba1,"Design Em Geral, Moda E Cultura"
ALU_e51de4cc66,Filosofía Jurídica
ALU_e51de4cc66,Artes Visuais
ALU_5fedb9b6bb,Direito Civil (Contratos); Arbitragem;  Direito Desportivo; Direito Digital;
ALU_390d75eac0,"Operações, Logísitca, Supply Chain"
ALU_ed13706b1b,"Análise De Dados, Inteligência Artificial, Programação Em Python, Web Dev."
ALU_a982878f31,Jornalismo
ALU_a982878f31,Desenvolvimento E Criação Na Área Do Entretenimento
ALU_a982878f31,Publicidade E Propaganda
ALU_a982878f31,Acompanhar Os Processos De Criação De Projetos
ALU_a982878f31,Gestão De Redes Sociais
ALU_4891b54c4e,Mercado Financeiro
ALU_64e0e3df0d,Relações Internacionais
ALU_64e0e3df0d,Embaixada/Consulado
ALU_64e0e3df0d,Comércio Exterior
ALU_61bc28f970,Comércio Exterior
ALU_61bc28f970,Relações Internacionais
ALU_3ab3329c40,"Revisão De Textos; Tradução E Interpretação; Interesse No Processo De Publicação De Livros, Revistas E Outros Matérias, Desde A Edição A Publicação."
ALU_e0aec9e1ba,Estágio Nas Áreas De Geografia E Correlacionadas. Especificamente Áreas De Ciências Humanas.
ALU_7e2ab7e74a,"Arquivos, Centros Culturais, Museus, Bibliotecas - História"
ALU_e9905f841e,Direito Imobiliário
ALU_e9905f841e,Direito Tributário
ALU_e9905f841e,Direito Médico
ALU_e9905f841e,Magistratura
ALU_e9905f841e,Direito Empresarial
ALU_e9905f841e,Direito Digital
ALU_dcb7fbe7d4,Mercado Financeiro
ALU_b9f7df7426,Estágio Em Comunicação/Estudo De Mídias( Ênfases Em Cinema E Audiovisual & Publicidade E Propaganda)
ALU_25368f11b8,Cinema Ou Marketing E Mídias Digitais
ALU_3d4a4112f1,Psicologia
ALU_3d4a4112f1,Rh
ALU_3d4a4112f1,Gestão De Pessoas
ALU_6df3946600,"Desenvolvimento De Software, Análise E Visualização De Dados, Modelagem De Banco De Dados, Documentação Técnica E Inteligência Artificial."
ALU_b0e0969aba,Macroeconomia
ALU_00171c38c7,Direito Empresarial
ALU_b49cb674c7,Direito Internacional
ALU_6a8644fde8,Cobertura De Eventos
ALU_6a8644fde8,Social Media
ALU_7e4b70b29b,Redação
ALU_d2a0e793af,Consultoria Estratégica Ou Financeira
ALU_d2a0e793af,Finanças Corporativas E Mercado Financeiro
ALU_b68586f15e,Área Financeira
ALU_b7a1787be3,Nutrição
ALU_bb6f3aee7e,Interesse Em Estágio Em Monitoria De Inglês Ou Auxiliar De Conversação. Experiência Com Mediação Cultural. Aberta A Novas Oportunidades.
ALU_395b4635fa,Engenharia Elétrica
ALU_395b4635fa,Ciência De Dados
ALU_395b4635fa,Robótica
ALU_395b4635fa,Eletrônica
ALU_eea4912492,"Então, Iniciei O Curso De Graduação De Direito Na Puc Rio Em Agosto De 2024, Ainda Tenho Pouca Experiência Na Área Jurídica, Mas Gostaria De Aprimorar Meus Conhecimentos Em Um Programa De Estágio Na Área Pública"
ALU_57f28e1904,Marketing
ALU_a9ce1abc30,"Design De Produto E Urbanismo. Mobiliário, Mobiliário Urbano, Urbanismo Tático, Planejamento Urbano E Design De Áreas De Laser."
ALU_39d97b6650,Comercial
ALU_39d97b6650,Marketing
ALU_39d97b6650,Financeira
ALU_4986318f98,Em Busca De Novas Oportunidades!
ALU_faadea94b4,"Visual Design, Project Management, Marketing Management"
ALU_8fcf54e5ff,Comercial
ALU_8fcf54e5ff,Marketing
ALU_8fcf54e5ff,Publicidade E Propaganda
ALU_77dfe8f76a,Jornalismo
ALU_77dfe8f76a,Marketing
ALU_77dfe8f76a,Esporte
ALU_77dfe8f76a,Comunicação Social
ALU_00aac21755,Publicidade E Propaganda
ALU_00aac21755,Social Media
ALU_83db13881d,Produção
ALU_83db13881d,Mecanica
ALU_83db13881d,Manutenção
ALU_7d98874865,Clinica
ALU_7d98874865,Hospitalar
ALU_51f5e5b114,"Mercado Financeiro, Com Foco Em Análises Econômicas, Planejamento Financeiro, Gestão De Investimentos Ou Operações De Gestão De Risco."
ALU_3963471a68,Recursos Humanos
ALU_3963471a68,Psicologia Clínica
ALU_3963471a68,Pesquisa Científica
ALU_0ffba48025,Finanças
ALU_0ffba48025,Mercado Financeiro
ALU_0ffba48025,Administração E Gestão De Empresas
ALU_0ffba48025,Recursos Humanos
ALU_b443c87ba0,Direito
ALU_75387cbcb3,Edição De Vídeo
ALU_75387cbcb3,Game Design / Design De Jogos Analógicos
ALU_75387cbcb3,Design Gráfico
ALU_301050f1f5,Designer
ALU_79cd44a403,"Busco Oportunidades De Estágio Em Botânica Ou Biologia Marinha, Com Interesse Em Contribuir Para Projetos De Pesquisa, Conservação Ou Manejo De Ecossistemas Vegetais E Marinhos.."
ALU_343cc54f91,Administração
ALU_343cc54f91,Finanças
ALU_343cc54f91,Marketing
ALU_1103568085,Design E Moda
ALU_110053a05f,"Direito Tributário, Direito Criminal, Direito Empresarial"
ALU_1bd619b2fe,Arquitetura E Artes
ALU_c7b1662c9f,Big Data
ALU_c7b1662c9f,Data Science
ALU_c7b1662c9f,Análise De Dados
ALU_aa80735b4a,Comunicação Visual - Design
ALU_aa80735b4a,Criatividade
ALU_aa80735b4a,Audiovisual
ALU_f886456357,Estagiário De Design
ALU_74c97c02ea,"Alimentação Coletiva, Nutrição Materno- Infantil, Educação Nutricional, Nutrição Esportiva"
ALU_909fdfc152,Edição De Vídeo
ALU_909fdfc152,Design Gráfico
ALU_909fdfc152,Branding
ALU_909fdfc152,Design De Embalagem
ALU_909fdfc152,Animação
ALU_909fdfc152,Publicidade
ALU_909fdfc152,Estratégia E Gestão
ALU_909fdfc152,Branding
ALU_909fdfc152,Design Motion
ALU_d181073135,"Estágio Em Administração, Com Foco Em Atividades De Back-Office, Organização E Manutenção De Arquivos, Elaboração De Relatórios E Suporte Às Rotinas Administrativas. Interesse Em Ampliar Conhecimentos Práticos E Contribuir Para A Otimização De Processos Internos Por Meio De Organização, Atenção Aos Detalhes E Uso De Ferramentas Digitais."
ALU_d181073135,"Habilidades Técnicas •	Pacote Office (Word, Excel, Powerpoint). •	Ferramentas De Organização E Produtividade (Google Workspace, Trello, Notion). •	Noções De Finanças, Gestão De Pessoas E Logística. •	Organização E Manutenção De Arquivos Físicos E Digitais. •	Suporte A Eventos E Atividades Administrativas."
ALU_d6b9c6fa86,Neuropsicologia: Desenvolvimento Humano ; Desenvolvimento Infantil
ALU_974339be89,Comunicação Social
ALU_c0ee0b9717,Tecnologia Da Informação
ALU_246f311628,Criminal E Ambientais
ALU_e14718ff9a,Economia
ALU_e14718ff9a,Consultoria
ALU_e14718ff9a,Finanças
ALU_7581f8e6a3,Geografia
ALU_7581f8e6a3,Design
ALU_abcd3620c0,"Área De Recursos Humanos, Foco Em Psicologia Empresarial"
ALU_abcd3620c0,Psicologia Forense
ALU_c5e1a9f06e,Mobiliário
ALU_c5e1a9f06e,Interiores
ALU_c5e1a9f06e,Eventos
ALU_aab79839af,Artes Cênicas
ALU_c2fda6d9f3,Empreendedorismo
ALU_c2fda6d9f3,Finanças
ALU_c2fda6d9f3,Consultoria
ALU_c2fda6d9f3,Auditoria
ALU_60e361d3d0,Projetos
ALU_60e361d3d0,Branding
ALU_60e361d3d0,Eventos
ALU_60e361d3d0,Mídias Sociais
ALU_60e361d3d0,Marketing
ALU_30dda0f1bd,Neuropsicologia
ALU_987e7db7b2,"Educação Infantil, Fundamental I E Mediação"
ALU_4c7756a65c,Estágio Em Psicologia
ALU_a1ff03198a,Estagio
ALU_363cdfcb46,Relações Internacionais
ALU_e2617a48d9,Clínica
ALU_e2617a48d9,Neuropsicologia
ALU_e2617a48d9,Rh- Psicologia Organizacional
ALU_7e6852372e,Revisão De Texto
ALU_00919e15cb,Arquitetura De Software E Engenharia De Sistemas.
ALU_39780a5e7c,Arquitetura E Urbanismo
ALU_637c687581,Comunicação Social
ALU_637c687581,Audiovisual
ALU_637c687581,Marketing
ALU_637c687581,Jornalismo
ALU_30f8b299ab,"Análise De Mídia E Comunicação, Pesquisa De Opinião E Comportamento Do Público, Marketing Digital E Estratégias De Comunicação, Educação E Ensino De Línguas Estrangeiras, Produção E Jornalismo Multimídia, Gestão De Projetos Culturais E Sociais, Diversidade, Inclusão E Estudos De Gênero Na Mídia, Comunicação Intercultural E Relações Internacionais, Análise De Dados E Tendências De Consumo De Mídia, Criação De Conteúdo E Storytelling Digital"
ALU_a9e6b03745,"Direito (Análise Processual), Sociologia, Gestão Do Conhecimento Em Ambientes De Inovação; Curadoria Digital E Gestão De Dados Técnicos; Robótica Competitiva; Publicação E Divulgação Científica."
ALU_c892cf2ae2,Direito Civil
ALU_c892cf2ae2,Direito Imobiliário
ALU_55fc73fc93,"Eventos, Marketing, Publicidade"
ALU_e05097edbf,Relaçoes Internacionais
ALU_e05097edbf,Comunicação E Jornalismo
ALU_e05097edbf,Artes Cenicas
ALU_4a47366df3,Psicologia
ALU_91123f27ce,Rh E Educação Infantil
ALU_a2cee112e5,Comunicação
ALU_bf8e49993f,Programação
ALU_bf8e49993f,Desenvolvimento 3d
ALU_bf8e49993f,Microcontroladores
ALU_fb882f5005,Mercado Financeiro Em Especial Análise De Empresas
ALU_d6f7e00096,Marketing
ALU_d6f7e00096,Gestão De Marca
ALU_d6f7e00096,Comunicação Interna
ALU_2ee4a08317,Economia; Finanças
ALU_22ea9bf420,Jornalismo
ALU_a50cae1519,Ciência Da Computação
ALU_cf7325acc1,Mercado Financeiro
ALU_45546f713e,Design
ALU_45546f713e,Design Ux/Ui
ALU_3da611100c,Qualquer Área De Direito
ALU_4ee9f8394d,Produção Executiva Audiovisual
ALU_4ee9f8394d,Edição De Audiovisual
ALU_4ee9f8394d,Marketing
ALU_4ee9f8394d,Produção Audiovisual
ALU_9000a909e4,Teste E Medição De Software
ALU_9000a909e4,Banco De Dados
ALU_9000a909e4,Ciência De Dados
ALU_9000a909e4,Mercado Financeiro
ALU_9000a909e4,Engenharia De Software
ALU_9000a909e4,Desenvolvimento De Software
ALU_21a11fcb1d,Finanças E Tecnologia
ALU_671bd4b3b1,Direção De Arte
ALU_671bd4b3b1,Identidade Visual
ALU_671bd4b3b1,Artivismo
ALU_671bd4b3b1,Cenografia
ALU_671bd4b3b1,Design Gráfico
ALU_671bd4b3b1,Fotografia
ALU_1593bf39db,Jurídico De Crédito
ALU_1593bf39db,Estágio Em Direito
ALU_1593bf39db,Compliance
ALU_1593bf39db,Propriedade Intelectual
ALU_1593bf39db,Bancário
ALU_1593bf39db,Sucessões
ALU_7aeb638581,Recrutamento E Seleção
ALU_7aeb638581,Gente E Gestão (Diversidade)
ALU_7aeb638581,Comunicação
ALU_4456925c77,Metrologia (Ciência Da Medição) Aplicada À Medição De Fenômenos Nas Ciências Humanas E Sociais
ALU_b243d55a9a,Mercado Financeiro / Gestão E Negócios
ALU_44a2e2ce73,Recursos Humanos
ALU_4f65de0db3,Educação
ALU_4f65de0db3,Ensino De Geografia
ALU_4f65de0db3,Geoprocessamento
ALU_3a7fc10691,Design
ALU_3a7fc10691,Moda
ALU_3a7fc10691,Atriz
ALU_3a7fc10691,Produção
ALU_3a7fc10691,Curadoria
ALU_3a7fc10691,Arte
ALU_ecadb4edae,Recursos Humanos
ALU_ecadb4edae,Governança
ALU_ecadb4edae,Meio Ambiente
ALU_ecadb4edae,Marketing E Mídias Sociais
ALU_c6e1ab3b1e,Institucional Offshore
ALU_c6e1ab3b1e,Real Estate
ALU_c6e1ab3b1e,Crédito
ALU_c55ad50322,"Societário, M&A, Civil, Tributário, Entre Outros"
ALU_c48705d7ea,Mercado Financeiro
ALU_c48705d7ea,Processos De Produção
ALU_42cbbdd13b,Isaaclab/Isaacsim/Ros2/Gazebo
ALU_42cbbdd13b,Robótica
ALU_42cbbdd13b,Engenharia Mecânica
ALU_42cbbdd13b,Mecatrônica
ALU_42cbbdd13b,Python
ALU_42cbbdd13b,Raspberry Pi/Arduino
ALU_42cbbdd13b,Matlab/Simulink
ALU_42cbbdd13b,Reinforcement Learning
ALU_42cbbdd13b,Ltspice/Labview
ALU_42cbbdd13b,Engenharia Elétrica
ALU_42cbbdd13b,Controle De Sistemas
ALU_137c8c1632,"Projeto Arquitetônico, Urbanismo E Cidade, Tecnologia E Representação Digital, Sustentabilidade E Arquitetura Sensorial, Teoria/História E Crítica Da Arquitetura, Construção E Reformas."
ALU_ab68ea1997,Direito Desportivo
ALU_916ddf680f,Verificação De Fatos (Fact-Checking)/Jornalismo Local/Assessoria De Imprensa/Produção De Conteúdo Jornalístico Dentro De Empresas/Storytelling Publicitário Com Técnicas Jornalísticas/Reportagem.
ALU_af17551a69,Estagio
ALU_af17551a69,Auxiliar Administrativo
ALU_af17551a69,Atendimento
ALU_91bcd3e622,"Psicologia Organizacional, Recursos Humanos, Psicologia Escolar E Psicologia Do Envelhecimento."
ALU_c6469d4ae5,Psicologia Escolar
ALU_c6469d4ae5,Psicologia Organizacional
ALU_c6469d4ae5,Psicologia Clínica
ALU_8cd39f9bad,Estágio Em Serviço Social
ALU_7d8cbc134d,Assistente De Direção
ALU_7d8cbc134d,Produção
ALU_7d8cbc134d,Fotografia
ALU_7d8cbc134d,Social Mídia
ALU_7d8cbc134d,Produção Audiovisual
ALU_2f329cb05b,Accounting
ALU_2f329cb05b,Business Analytics
ALU_2f329cb05b,Food & Health
ALU_2f329cb05b,Finance
ALU_18257f5486,Fotografia
ALU_18257f5486,Construção Sustentável
ALU_18257f5486,Arquitetura
ALU_75d92f42bf,Direito
ALU_a122ccbd62,Project Manager
ALU_a122ccbd62,Recursos Humanos
ALU_a122ccbd62,Jornalismo
ALU_0947ff803a,Business Communications
ALU_63669ddc47,Arquitetura
ALU_63669ddc47,Planajamento Urbano
ALU_179c9fd278,"Business Strategy, Business Development, Sustainability"
ALU_30b04d5dee,"International Relations, Economics, Journalism, Development Politics And Data Science"
ALU_37069f5311,"Marketing, Communications"
ALU_64bb659fb9,Comercial
ALU_64bb659fb9,Gestão De Projetos
ALU_64bb659fb9,Vendas
ALU_64bb659fb9,Ux
ALU_64bb659fb9,Marketing
ALU_64bb659fb9,Design
ALU_21d642e3bd,"Direito Penal, Criminologia, Direitos Humanos, Relações Raciais, Direito Ambiental, Pesquisa Acadêmica"
ALU_2465879b2b,Planejamento De Marketing
ALU_2465879b2b,Analista De Métricas
ALU_0970d81326,Direção Audiovisual
ALU_0970d81326,Assistente De Direção
ALU_0970d81326,Roteiro Audiovisual
ALU_0409800ac2,Psicologia Infantil
ALU_84b3259726,"Direito Tributário, Gestão De Projetos"
ALU_360e6f4774,"Design, Moda, Produto, Comunicação Visual"
ALU_8eda0d88d9,Trabalho Social Com Mulheres E Pessoas Com Situacao De Rua
ALU_8aa8b48f48,Informática
ALU_7bc68b79b1,Jornalismo
ALU_86ece83950,Cenografia E Retail Design
ALU_86ece83950,Mercado Imobiliário
ALU_86ece83950,Arquitetura De Interiores
ALU_86ece83950,Arquitetura Residencial E Comercial
ALU_5a5da6bd7f,Blockchain
ALU_5a5da6bd7f,Web3
ALU_477d729666,Estágio Em Relações Internacionais
ALU_5663c71488,Área Escolar E Administrativa
ALU_62e3b2b81a,Tecnologia Da Informação
ALU_34a5fe60a7,Jornalismo
ALU_c83a81659e,Civil E Penal
ALU_bb334e30d7,Design De Mobiliário
ALU_bb334e30d7,Designer De Interiores
ALU_bb334e30d7,Design De Produtos
ALU_f4e1707c1d,Ensino
ALU_f4e1707c1d,Professor
ALU_f4e1707c1d,Educação
ALU_f4e1707c1d,História
ALU_f4e1707c1d,Escola
ALU_9e11dcfe20,Teologia
ALU_3de4bd3809,"Direito, Administração, Cultura, Esporte, Gestão."
ALU_3b8385cf94,Financias
ALU_f5272f55f2,Trabalhar Em Editora
ALU_c5fa421a31,Professor De Literatura; Leitura E Produção Textual.
ALU_c72834201a,Engenharia Elétrica
ALU_c72834201a,Économia
ALU_c72834201a,Engenharia Civil
ALU_ca53c9b849,Estratégia E Gestão De Marcas
ALU_c01d8f1a7d,Finanças
ALU_c01d8f1a7d,Gestão De Produção
ALU_c01d8f1a7d,Logística
ALU_f1cad266e5,Mercado Financeiro
ALU_cb6a5ce030,Organização E Planejamento
ALU_cb6a5ce030,Estratégias De Viralização
ALU_cb6a5ce030,Comunicação
ALU_cb6a5ce030,Métricas E Análise De Desempenho
ALU_cb6a5ce030,Produção De Conteúdo
ALU_cb6a5ce030,Gestão De Redes Sociais
ALU_950402d586,Comunicação
ALU_950402d586,Audiovisual
ALU_950402d586,Social Media
ALU_6605ae05af,Design
ALU_5c394c3783,Produção De Conteúdo
ALU_5c394c3783,Comunicação
ALU_5c394c3783,Eventos E Comunicação Integrada
ALU_5c394c3783,Comunicação Digital E Mídias Sociais
ALU_5c394c3783,Marketing
