aluno_id,area_interesse
ALU_8584cb0c3b,"Design De Estamparia, Design De Produto, Publicidade E Marketing"
ALU_a370a7cf16,Pesquisa E Curadoria Cultural
ALU_a370a7cf16,Produção Audiovisual
ALU_a370a7cf16,Direção Audiovisual
ALU_a370a7cf16,Comunicação E Gestão De Projetos Culturais
ALU_c4a81d2572,Atendimento
ALU_029da6ca5c,Gestão
ALU_029da6ca5c,Finanças
ALU_029da6ca5c,Tecnologias
ALU_029da6ca5c,Administração
ALU_d705369ad5,"Interesse Em Atuar Em Ambiente Industrial, Com Foco Em Aprendizado E Desenvolvimento Técnico Nas Áreas De Manutenção, Projeto Mecânico E Processos. Busco Aplicar Conhecimentos Adquiridos Na Graduação Em Engenharia Mecânica, Contribuir Para A Análise E Melhoria De Sistemas Mecânicos E Desenvolver Experiência Prática Em Contexto Profissional."
ALU_48a1284ade,Comunicação
ALU_930b82df8b,"Social Media, Criação De Conteúdos, Marketing, Publicidade Comunicação."
ALU_18df303198,Estagio De Serviço Social
ALU_dea1df5fe0,Ecologia
ALU_dea1df5fe0,Botânica
ALU_0852f36884,Engenharia De Produção
ALU_5b2d9fd3f6,Administração
ALU_5b2d9fd3f6,Marketing
ALU_4afc9f4157,Supply Chain
ALU_4afc9f4157,Gestão De Suprimentos
ALU_3e2d2f5347,Jurídica
ALU_bdeb2d1eae,Educação
ALU_bdeb2d1eae,Planejamento Urbano
ALU_6d72a71209,Análise E Visualização De Dados
ALU_6d72a71209,Desenvolvimento De Dashboards E Soluções Orientadas A Dados
ALU_6d72a71209,Inovação Em Produtos Digitais Para O Mercado Financeiro
ALU_6d72a71209,Tecnologia Aplicada Ao Setor Financeiro
ALU_fb9d688e08,"Mediação Com Crianças, Recursos Humanos (Rh) E Clínica Neuropsicológica"
ALU_2404f2f094,Ciência De Dados
ALU_fd6fc6c7eb,Rh
ALU_fd6fc6c7eb,Mediação Escolar
ALU_8c9ce99617,"Saúde, Clínica E Pesquisa"
ALU_1fccde137f,Assistente De Obra
ALU_1fccde137f,Cargos Administrativos
ALU_98bca5de5a,"Cível, Trabalhista, Criminal"
ALU_fde54e4376,Pesquisa E Neurociência
ALU_830fdb4fb4,Psicologia Social E Comunitária; Pesquisa E Produção De Conhecimento.
ALU_40fd9f40a4,Educação (Sala E Secretaria)
ALU_40fd9f40a4,Recursos Humanos
ALU_e72bdb8632,"Direito Criminal, Empresarial,Civil,Internacional"
ALU_c66a7625a1,"Trabalhar No Departamento De Teologia, Educação Ou Antropologia."
ALU_99d36c52cb,Estágio Em Marketing
ALU_d39d1f3f4a,Estágio Direito
ALU_902493e641,Tecnologia
ALU_d774e1e1d1,Tenho Grande Interesse Em Pesquisa E Em Aprender Como Projetar Respondendo Às Questões Contemporâneas Nos Âmbitos Social E Climático Da Melhor Maneira Possível.
ALU_6db8be07bf,Pesquisa
ALU_6db8be07bf,Pessoas
ALU_6db8be07bf,Rh
ALU_2a4dea2bc6,Gestão Escolar
ALU_a997963b27,"Psicologia Clínica, Psicologia Hospitalar, Saúde Mental (Depressão, Ansiedade), Psicopatologia E Neuropsicologia."
ALU_c393e2b6ed,Psicologia
ALU_dc3ab1d95d,"Recursos Humanos, Recrutamento De Pessoas"
ALU_98ae0da75b,Administração
ALU_98ae0da75b,Operações
ALU_98ae0da75b,Figurinista
ALU_a4dc9d2b91,"Assistente De Figurino, Assistente De Estilo, Produção De Moda, Styling, Atêlie"
ALU_0af6c93a1c,Administrativa E Empresarial.
ALU_c6a54dc013,Ux/Ui
ALU_c6a54dc013,Design Gráfico
ALU_c6a54dc013,Design Ux/Ui
ALU_c6a54dc013,Design
ALU_cc4c157abc,Direito Penal
ALU_cc4c157abc,Direito Contencioso
ALU_cc4c157abc,Direito Societário
ALU_cc4c157abc,Direito Empresarial
ALU_b5467bfe4d,"Design Gráfico, Animação E Marketing"
ALU_8326469548,Contencioso Cível E Arbitragem
ALU_8326469548,Direito Empresarial
ALU_8326469548,Arbitragem
ALU_8326469548,Propriedade Intelectual
ALU_8326469548,Direito Civil
ALU_fd7601b684,Estágio Em Engenharia Química
ALU_36358e499b,Redação E Produção De Conteúdo
ALU_27fe4c5720,Propriedade Intelectual
ALU_27fe4c5720,Branding E Marketing Esportivo
ALU_27fe4c5720,Recuperação De Ativos Estressados.
ALU_27fe4c5720,Direito Societário
ALU_27fe4c5720,Direito Falimentar
ALU_a49bf19f8d,Ongs
ALU_a49bf19f8d,Urbanismo
ALU_a49bf19f8d,Politicas Publicas
ALU_a49bf19f8d,Justiça Social
ALU_dd8cb15807,Direito Empresarial; Contratos; Compliance E Proteção De Dados; Propriedade Intelectual; Arbitragem E Mediação; Direito Desportivo.
ALU_f7b981931f,Psicologia
ALU_d8150e235f,Comércio Exterior; Setores Relacionados À Cultura E/Ou Intercâmbio Cultural; Consulados Gerais E Embaixadas (Carreiras Diversas Possíveis)
ALU_96a6193e34,Relações Internacionais
ALU_1b7707658d,"Planejamento Financeiro, Consultoria Estratégica"
ALU_bed4ede32b,Identidade Visual
ALU_bed4ede32b,Pós-Produção
ALU_b550220260,Terapia Cognitivo Comportamental
ALU_b550220260,Neurociência
ALU_b550220260,Recursos Humanos
ALU_aef75751fc,"Psicologia Hospitalar, Psicologia Clínica, Psicologia Forense, Psicologia Escolar"
ALU_c1c5b31d67,"Psicologia Clínica, Psicologia Social E Comunitária, Iniciação Científica,"
ALU_1325a450eb,Contencioso Cível
ALU_54083aa56e,Comunicação Social
ALU_54083aa56e,Publicidade
ALU_54083aa56e,Marketing Social
ALU_b7653797bf,Comunicação
ALU_cf388a66ee,Mercado Financeiro
ALU_cf388a66ee,Logística
ALU_a3ca8cc903,Redação Jornalística E Comunicação Social
ALU_c369c328f4,Mídia
ALU_291fa5e453,Estágio Administrativo
ALU_215f2d4cae,Comunicação E Mídias; Cinema; Produção Musical; Marketing Cultural
ALU_2f3681d517,Recursos Humanos
ALU_8c37326fc1,Design Estratégia E Gestão / Comunicação
ALU_d0c005ab86,Design Gráfico
ALU_d0c005ab86,Branding
ALU_d0c005ab86,Iustração
ALU_a0f65e9d3e,Desenvolvimento Web
ALU_a0f65e9d3e,Engenharia De Dados
ALU_a0f65e9d3e,Inteligência Artificial
ALU_a0f65e9d3e,Engenharia De Software
ALU_6e0707702f,Tecnologia
ALU_fc7452e105,Direito Empresarial
ALU_64b102eeee,"Busco Uma Oportunidade De Estágio Na Área Administrativa, Gestão Ou Marketing, Com O Objetivo De Desenvolver Experiência Profissional, Aplicar Conhecimentos Acadêmicos E Contribuir Para O Crescimento Da Organização."
ALU_726ae1bb55,Full Stack
ALU_726ae1bb55,Engenharia De Dados
ALU_726ae1bb55,Desenvolvimento Web
ALU_726ae1bb55,Ciência De Dados
ALU_aa0b6827d9,Social Media
ALU_898120378f,Software E Hardware
ALU_d287f70925,Psicologia
ALU_e395dc02cc,Engenharia
ALU_45b73b6309,Jornalismo
ALU_45b73b6309,Direto
ALU_45b73b6309,Direitos Humanos E Ativismo
ALU_45b73b6309,Pesquisa
ALU_24ffe900b9,"Terceiro Setor , Corporate, Government Relations"
ALU_d47a5c89d5,"Mercado Financeiro Com Interesse Em Análise De Investimentos, Valuation, Modelagem Financeira E Tomada De Decisão Em Alocação De Capital"
ALU_600ef2596d,Tradução Audiovisual
ALU_600ef2596d,Legendagem
ALU_600ef2596d,Tradução Editorial
ALU_1ec3b58e17,Ciência De Dados
ALU_1ec3b58e17,Desenvolvimento De Software
ALU_1ec3b58e17,Inteligência Artificial
ALU_05c0b6c2be,"Estágios Relacionados A Relações Internacionais, Administração E Economia"
ALU_38314169eb,Python Developer
ALU_41c360c303,Finanças E Marketing
ALU_c68ef4afdc,Tecnologia
ALU_c68ef4afdc,Neurofisiopatologias
ALU_e06d1de15f,Rh
ALU_e06d1de15f,Comercial
ALU_e06d1de15f,Marketing
ALU_e06d1de15f,Financeiro
ALU_8263dae318,Política Internacional
ALU_8263dae318,Esportes
ALU_51ee53f486,Mercado Financeiro
ALU_51ee53f486,Programação
ALU_6a0fb6f89b,"Psicologia, Pedagogia, Recursos Humanos, Recepção"
ALU_a81bbbbf59,Corporate Finance
ALU_a81bbbbf59,Fp&A
ALU_a81bbbbf59,Gestor De Investimentos
ALU_a81bbbbf59,Equity
ALU_a81bbbbf59,Consultoria
ALU_a81bbbbf59,M&A
ALU_e51ff3efcb,"Interesse Em Psicologia E Neurociência, Buscando Entender Melhor Áreas De Atuação, Com Maior Interesse Nos Contextos Infantil E Hospitalar."
ALU_fc9257c242,Consultoria
ALU_953dbff738,Recursos Humanos
ALU_953dbff738,Psicologia Escolar
ALU_953dbff738,Psicoterapia
ALU_953dbff738,Neuropsicologia
ALU_9a3f30c457,Arte | Cultura | Educaçao | Professora
ALU_eb972f7a89,"Programação, Modelagem De Dados, Estruturação De Dados, Design 3d Em Softwares De Modelagem, Manutenção De Computadores E Hardware."
ALU_e51603e367,Arquitetura E Urbanismo
ALU_18e004df8f,Pesquisa Científica
ALU_18e004df8f,Relações Internacionais
ALU_18e004df8f,Mudanças Climáticas
ALU_18e004df8f,Meio Ambiente
ALU_95d173f3e8,Gênero E Sexualidade
ALU_95d173f3e8,Políticas Públicas
ALU_95d173f3e8,Cidades E Urbanismo
ALU_95d173f3e8,Ciências Sociais
ALU_1357c5fb40,Área Financeira
ALU_1357c5fb40,Consultoria
ALU_fecbd1995f,"Jornalismo Esportivo, Audiovisual E Edição"
ALU_5347f6ecd8,Visualização De Dados
ALU_cbb5978949,Otimização E Eficiência Operacional
ALU_cbb5978949,Logística E Cadeia De Suprimentos
ALU_cbb5978949,"Modelagem, Simulação E Apoio Quantitativo À Tomada De Decisão"
ALU_cbb5978949,Dados / Analytics
ALU_3f84299aa3,"Estudante De Comunicação Social, Com Habilitação Em Publicidade E Propaganda, Apresenta Candidatura A Programa De Estágio Em Empresa Multinacional, Com Foco Em Marketing Estratégico, Comunicação Corporativa E Ecossistema Digital, Para Transformar Estratégia De Marketing, Comunicação Integrada E Atuação Digital Em Resultados Concretos."
ALU_2b6aef7d68,Escolar/Hospitalar/Clinica
ALU_386fb415b1,"Ilustração, Desenho, Design Gráfico"
ALU_3882a58c48,Publicidade E Marketing
ALU_4aecb041c1,Alimentos
ALU_4aecb041c1,T.I.; Inteligência Artificial
ALU_4aecb041c1,Comésticos
ALU_4aecb041c1,Energia
ALU_97faf85616,Direito Sanitário / Direito Tributário / Direito Internacional / Direito Empresarial / Direito Penal Econômico / Direito De Propriedade Intelectual
ALU_fcdd19d97d,Tradutora
ALU_fcdd19d97d,Professora De Inglês
ALU_fcdd19d97d,Professora De Português
ALU_fcdd19d97d,Professora De Redação
ALU_8a6e866fa8,Publicidade
ALU_8a6e866fa8,Marketing
ALU_0a16fd43c2,Produção De Moda
ALU_0a16fd43c2,Têxtil
ALU_0a16fd43c2,Auxiliar De Estilista
ALU_850d626cd6,Design Gráfico
ALU_6d4256bd42,Produção Audiovisual
ALU_7d21d1accd,Computação E Tecnologias
ALU_87546c6757,Direito Penal
ALU_87546c6757,Contencioso
ALU_87546c6757,Direito Civil
ALU_87546c6757,Tributário
ALU_87546c6757,Direito Constitucional
ALU_87546c6757,Direito Empresarial
ALU_492467966f,Mercado Financeiro
ALU_ad2e60c399,Jornalismo Político
ALU_ad2e60c399,Jornalismo Policial
ALU_ad2e60c399,Jornalismo Esportivo
ALU_e7e1d0c9c9,"Direção De Arte, Produção, Direção"
ALU_47cb6b9fe0,"Design Gráfico, Branding"
ALU_1ff97c254d,Comercial/Vendas
ALU_1ff97c254d,Mercado Financeiro
ALU_1ff97c254d,Marketing/Criativo
ALU_3db680f652,Arquitetura
ALU_13a19dda46,Marketing
ALU_2b10c1cb12,Trabalhos Relacionados A Engenharias E Administração
ALU_ff286e20ce,Relações Internacionais
ALU_6e02dd8011,Comunicação
ALU_6e02dd8011,Cinema
ALU_d08dd50a11,Machine Learning
ALU_d08dd50a11,Devops
ALU_d08dd50a11,Cybersecurity
ALU_d08dd50a11,Back-End
ALU_d08dd50a11,Cloud
ALU_eef2e2e914,Planejamento E Estratégia
ALU_eef2e2e914,Supply Chain E Logística
ALU_eef2e2e914,Operações E Processos
ALU_eef2e2e914,Consultoria
ALU_673d568c51,Administrativo/ Educacional
ALU_a56ad5240d,Desenvolvimento E Otimização De Processos
ALU_114a682d1d,Tjrj
ALU_e7cb66af7a,Jogos
ALU_0015cc7f0b,Consultoria
ALU_0015cc7f0b,Finanças Corporativas
ALU_0015cc7f0b,Mercado Financeiro
ALU_0015cc7f0b,Planejamento E Estratégia
ALU_eb36cedd4e,Mercado Financeiro
ALU_b02ad45959,Gestão E Estratégia \ Design Editorial \ Branding \ Comunicação \ Moda
ALU_66d3ee4256,Design Gráfico
ALU_66d3ee4256,Markenting
ALU_66d3ee4256,Estratégia E Gestão
ALU_66d3ee4256,Design De Produto
ALU_0a2f131738,Marketing
ALU_0a2f131738,Entretenimento
ALU_0a2f131738,Marketing Digital
ALU_0a2f131738,Comunicação
ALU_9375cd1b6f,Apresentação De Telejornal
ALU_9375cd1b6f,Locução
ALU_9375cd1b6f,Produção De Telejornalismo
ALU_9375cd1b6f,Apresentação De Programa De Rádio
ALU_9375cd1b6f,"Jornalismo, De Modo Geral, Escrito E Falado."
ALU_59098a8e2e,Design Gráfico
ALU_59098a8e2e,Animação
ALU_59098a8e2e,Modelagem Virtual
ALU_d68daa7e31,Financeira
ALU_34b9970e17,Pesquisa Clínica
ALU_34b9970e17,Tecnologias Assistivas
ALU_34b9970e17,Saúde Mental
ALU_34b9970e17,Saúde Pública
ALU_34b9970e17,Educação
ALU_34b9970e17,Farmacologia
ALU_2712cc0adf,Direito
ALU_738a51afe0,Jornalismo
ALU_d5570e6b45,Engenharia Da Computação
ALU_77ad1441e6,"Finanças, Mercado Financeiro,Crédito"
ALU_780efff81f,Administração
ALU_780efff81f,Marketing
ALU_66aafe4ecf,Nutrição Ou Eventos Nos Finais De Semana
ALU_729306274b,Marketing
ALU_729306274b,Sucesso E Experiência Do Consumidor
ALU_729306274b,Neuromarketing
ALU_729306274b,Neurociências
ALU_729306274b,Psicologia
ALU_729306274b,Administração
ALU_4d869cca4e,Finanças
ALU_4d869cca4e,Planejamento E Análise Financeira
ALU_4d869cca4e,Consultoria
ALU_4d869cca4e,Dados
ALU_4d869cca4e,Economia
ALU_54a8cd1bb1,Área Digital.
ALU_7f5ac45676,Serviço Social
ALU_abe3bdfcd5,Petróleo E Energia
ALU_b77146decb,Economia
ALU_96dd14639e,Engenharia Elétrica
ALU_6ede5ff35e,Direito Societário
ALU_c1b4108139,"Marketing, Rh E Pesquisa"
ALU_053be6bc21,Estágio Em Psicologia Forense
ALU_053be6bc21,Psicologia Organizacional
ALU_053be6bc21,Estágio Em Psicologia Educacional
ALU_053be6bc21,Estágio Em Rh
ALU_08ac0897d0,Dados
ALU_1f302a95a9,"Mercado Financeiro, Monitoria Em Disciplinas Do Curso De Direito E Canto Coral."
ALU_572d311cd5,Desenvolvimento
ALU_44d2cd93dc,"Marketing De Conteúdo, Assessoria De Imprensa, Mídias Sociais, Fotografia Jornalística, Redação, Produção De Conteúdo, Jornalismo Digital, Produção Audiovisual, Pesquisa, Cobertura De Eventos."
ALU_d62188e51a,Área Financeira/Contábil
ALU_1269675fe5,Sig E Análise Espacial
ALU_1269675fe5,Conservação Ambiental
ALU_1269675fe5,Geoprocessamento
ALU_1269675fe5,Gestão Ambiental
ALU_1269675fe5,Sustentabilidade
ALU_c5ea70ed42,Direito
ALU_84568e3b29,"Desejo Atuar Na Área De Design, Com Interesse Em Design Digital, Interfaces, Ui/Ux E Criação De Experiências Interativas. Busco Uma Oportunidade Para Aplicar Meus Conhecimentos Acadêmicos E Práticos, Desenvolver Novas Habilidades E Contribuir De Forma Responsável E Dedicada Para Os Projetos Da Equipe."
ALU_39d44d426b,M&A
ALU_39d44d426b,Tributário
ALU_71c2c615a6,Atendimento
ALU_59ea3b1bf8,Área Clínica E Escolar
ALU_ac762e3b00,Desenvolvimento Infantil
ALU_ac762e3b00,Saúde Mental
ALU_ac762e3b00,Neuropsicologia
ALU_6e69ac68de,"Mercado Financeiro, Mercado Corporativo"
ALU_a62aefd25b,Bioinformática
ALU_a62aefd25b,Ciência De Dados
ALU_a62aefd25b,Bioestatística
ALU_a62aefd25b,Biologia Computacional
ALU_8dcd93b4de,Direito Civil
ALU_8dcd93b4de,Direito
ALU_8dcd93b4de,Direito Penal
ALU_ae226867ae,Mediação
ALU_ae226867ae,Auxiliar
ALU_ae226867ae,Área Jurídica
ALU_ae226867ae,Área Organizacional - Rh
ALU_2ea4938c97,Cinema E Literatura
ALU_f6a356c414,Jogos Digitais
ALU_a5adcd29e4,Ux/Ui
ALU_a5adcd29e4,Design Gráfico
ALU_5cd7634cd7,Cibersegurança
ALU_9cb2f68cfd,Esporte Automobilístico
ALU_9cb2f68cfd,Marketing
ALU_9cb2f68cfd,Esportes
ALU_9cb2f68cfd,Vendas
ALU_9cb2f68cfd,Eventos
ALU_3356491a9d,Psicologia Juridica
ALU_bb2910073a,"Abuso De Substâncias, Tcc E Dbt"
ALU_2b7829e949,Psicologia Clinica
ALU_cb2a898a50,Designer Gráfico
ALU_cb2a898a50,Branding
ALU_cb2a898a50,Motion Designer
ALU_84af2c67db,Direito
ALU_84af2c67db,Jurídica
ALU_f0aba7430d,Design
ALU_f0aba7430d,Moda
ALU_f0aba7430d,Design Gráfico
ALU_92da861182,Direito Civil
ALU_92da861182,Direito Penal
